"Art_Informel-1" 1
"Art_Informel-2" 1
"Art_Informel-3" 1
"Art_Informel-4" 1
"Art_Informel-5" 1
"Art_Informel-6" 1
"Art_Informel-7" 1
"Art_Informel-8" 1
"Art_Informel-10" 1
"Art_Informel-11" 1
"Art_Informel-12" 1
"Art_Informel-13" 1
"Art_Informel-15" 1
"Art_Informel-17" 1
"Art_Informel-18" 1
"Art_Informel-19" 1
"Abstract_Expressionism-0" 1
"Abstract_Expressionism-1" 1
"Abstract_Expressionism-3" 1
"Abstract_Expressionism-4" 1
"Abstract_Expressionism-5" 1
"Abstract_Expressionism-6" 1
"Abstract_Expressionism-7" 1
"Abstract_Expressionism-8" 1
"Abstract_Expressionism-10" 1
"Abstract_Expressionism-11" 1
"Abstract_Expressionism-12" 1
"Abstract_Expressionism-13" 1
"Abstract_Expressionism-14" 1
"Abstract_Expressionism-15" 1
"Abstract_Expressionism-16" 1
"Abstract_Expressionism-17" 1
"Abstract_Expressionism-18" 1
"Abstract_Expressionism-19" 1
"Art_Informel-0" 2
"Art_Informel-9" 2
"Art_Informel-14" 2
"Art_Informel-16" 2
"Abstract_Expressionism-2" 2
