"Minimalism-0" 1
"Minimalism-1" 1
"Minimalism-2" 1
"Minimalism-3" 1
"Minimalism-4" 1
"Minimalism-5" 1
"Minimalism-6" 1
"Minimalism-7" 1
"Minimalism-8" 1
"Minimalism-9" 1
"Minimalism-10" 1
"Minimalism-11" 1
"Minimalism-12" 1
"Minimalism-13" 1
"Minimalism-14" 1
"Minimalism-15" 1
"Minimalism-16" 1
"Minimalism-17" 1
"Minimalism-18" 1
"Minimalism-19" 1
"Naïve_Art_(Primitivism)-0" 1
"Color_Field_Painting-1" 1
"Color_Field_Painting-2" 1
"Color_Field_Painting-3" 1
"Color_Field_Painting-5" 1
"Color_Field_Painting-6" 1
"Color_Field_Painting-7" 1
"Color_Field_Painting-8" 1
"Color_Field_Painting-9" 1
"Color_Field_Painting-10" 1
"Color_Field_Painting-11" 1
"Color_Field_Painting-12" 1
"Color_Field_Painting-13" 1
"Color_Field_Painting-14" 1
"Color_Field_Painting-16" 1
"Color_Field_Painting-17" 1
"Color_Field_Painting-18" 1
"Color_Field_Painting-19" 1
"Abstract_Expressionism-9" 1
"Cubism-0" 2
"Cubism-1" 2
"Cubism-2" 2
"Cubism-3" 2
"Cubism-4" 2
"Cubism-5" 2
"Cubism-7" 2
"Cubism-8" 2
"Cubism-9" 2
"Cubism-10" 2
"Cubism-11" 2
"Cubism-12" 2
"Cubism-14" 2
"Cubism-15" 2
"Cubism-17" 2
"Cubism-18" 2
"Magic_Realism-0" 2
"Magic_Realism-6" 2
"Magic_Realism-7" 2
"Magic_Realism-8" 2
"Magic_Realism-13" 2
"Magic_Realism-15" 2
"Magic_Realism-17" 2
"Magic_Realism-18" 2
"Naïve_Art_(Primitivism)-1" 2
"Naïve_Art_(Primitivism)-3" 2
"Naïve_Art_(Primitivism)-4" 2
"Naïve_Art_(Primitivism)-6" 2
"Naïve_Art_(Primitivism)-7" 2
"Naïve_Art_(Primitivism)-9" 2
"Naïve_Art_(Primitivism)-11" 2
"Naïve_Art_(Primitivism)-12" 2
"Naïve_Art_(Primitivism)-13" 2
"Naïve_Art_(Primitivism)-14" 2
"Naïve_Art_(Primitivism)-15" 2
"Naïve_Art_(Primitivism)-16" 2
"Naïve_Art_(Primitivism)-17" 2
"Naïve_Art_(Primitivism)-18" 2
"Naïve_Art_(Primitivism)-19" 2
"Art_Informel-8" 2
"Art_Informel-18" 2
"Art_Informel-19" 2
"Early_Renaissance-4" 2
"Early_Renaissance-7" 2
"Early_Renaissance-9" 2
"Early_Renaissance-17" 2
"Abstract_Expressionism-6" 2
"Abstract_Expressionism-7" 2
"Abstract_Expressionism-11" 2
"Abstract_Expressionism-15" 2
"Abstract_Expressionism-16" 2
"Abstract_Expressionism-18" 2
"Abstract_Expressionism-19" 2
"Post-Impressionism-3" 2
"Post-Impressionism-13" 2
"Post-Impressionism-14" 2
"Surrealism-0" 2
"Surrealism-1" 2
"Surrealism-2" 2
"Surrealism-3" 2
"Surrealism-4" 2
"Surrealism-5" 2
"Surrealism-6" 2
"Surrealism-8" 2
"Surrealism-9" 2
"Surrealism-10" 2
"Surrealism-11" 2
"Surrealism-12" 2
"Surrealism-13" 2
"Surrealism-14" 2
"Surrealism-15" 2
"Surrealism-16" 2
"Surrealism-17" 2
"Surrealism-18" 2
"Ukiyo-e-4" 2
"Ukiyo-e-12" 2
"Impressionism-14" 2
"Cubism-6" 3
"Cubism-19" 3
"Magic_Realism-2" 3
"Magic_Realism-3" 3
"Magic_Realism-4" 3
"Magic_Realism-5" 3
"Magic_Realism-9" 3
"Magic_Realism-10" 3
"Magic_Realism-11" 3
"Magic_Realism-14" 3
"Magic_Realism-16" 3
"Naïve_Art_(Primitivism)-2" 3
"Naïve_Art_(Primitivism)-8" 3
"Naïve_Art_(Primitivism)-10" 3
"Art_Informel-1" 3
"Art_Informel-7" 3
"Post-Impressionism-0" 3
"Post-Impressionism-1" 3
"Post-Impressionism-2" 3
"Post-Impressionism-4" 3
"Post-Impressionism-5" 3
"Post-Impressionism-6" 3
"Post-Impressionism-7" 3
"Post-Impressionism-8" 3
"Post-Impressionism-9" 3
"Post-Impressionism-10" 3
"Post-Impressionism-11" 3
"Post-Impressionism-12" 3
"Post-Impressionism-15" 3
"Post-Impressionism-16" 3
"Post-Impressionism-17" 3
"Post-Impressionism-18" 3
"Post-Impressionism-19" 3
"Surrealism-7" 3
"Surrealism-19" 3
"Ukiyo-e-8" 3
"Impressionism-0" 3
"Impressionism-1" 3
"Impressionism-2" 3
"Impressionism-3" 3
"Impressionism-4" 3
"Impressionism-5" 3
"Impressionism-6" 3
"Impressionism-7" 3
"Impressionism-8" 3
"Impressionism-9" 3
"Impressionism-10" 3
"Impressionism-11" 3
"Impressionism-12" 3
"Impressionism-13" 3
"Impressionism-15" 3
"Impressionism-16" 3
"Impressionism-17" 3
"Impressionism-18" 3
"Impressionism-19" 3
"Early_Renaissance-0" 4
"Early_Renaissance-1" 4
"Early_Renaissance-2" 4
"Early_Renaissance-3" 4
"Early_Renaissance-5" 4
"Early_Renaissance-6" 4
"Early_Renaissance-8" 4
"Early_Renaissance-10" 4
"Early_Renaissance-11" 4
"Early_Renaissance-12" 4
"Early_Renaissance-13" 4
"Early_Renaissance-14" 4
"Early_Renaissance-15" 4
"Early_Renaissance-16" 4
"Early_Renaissance-18" 4
"Early_Renaissance-19" 4
"Naïve_Art_(Primitivism)-5" 5
"Art_Informel-2" 5
"Art_Informel-3" 5
"Art_Informel-4" 5
"Art_Informel-5" 5
"Art_Informel-10" 5
"Art_Informel-13" 5
"Art_Informel-15" 5
"Art_Informel-17" 5
"Color_Field_Painting-0" 5
"Color_Field_Painting-4" 5
"Color_Field_Painting-15" 5
"Abstract_Expressionism-1" 5
"Abstract_Expressionism-3" 5
"Abstract_Expressionism-4" 5
"Abstract_Expressionism-5" 5
"Abstract_Expressionism-8" 5
"Abstract_Expressionism-10" 5
"Abstract_Expressionism-12" 5
"Abstract_Expressionism-17" 5
"Ukiyo-e-0" 6
"Ukiyo-e-1" 6
"Ukiyo-e-3" 6
"Ukiyo-e-5" 6
"Ukiyo-e-6" 6
"Ukiyo-e-9" 6
"Ukiyo-e-10" 6
"Ukiyo-e-11" 6
"Ukiyo-e-13" 6
"Ukiyo-e-14" 6
"Ukiyo-e-15" 6
"Ukiyo-e-16" 6
"Ukiyo-e-17" 6
"Ukiyo-e-18" 6
"Ukiyo-e-19" 6
"Art_Informel-0" 7
"Art_Informel-9" 7
"Art_Informel-14" 7
"Art_Informel-16" 7
